Termo;DocID;TF-IDF
THE;00782;0.008272740967105327
THE;00783;0.011281010409689082
THE;00784;0.011281010409689082
THE;00785;0.010152909368720174
THE;00786;0.011281010409689082
THE;00787;0.011281010409689082
THE;00788;0.011281010409689082
THE;00789;0.011281010409689082
THE;00790;0.011281010409689082
THE;00791;0.011281010409689082
THE;00792;0.011281010409689082
THE;00793;0.009669437494019212
THE;00794;0.011281010409689082
THE;00795;0.011281010409689082
THE;00796;0.011281010409689082
THE;00797;0.011281010409689082
THE;00798;0.011281010409689082
THE;00799;0.011281010409689082
THE;00800;0.006267228005382824
THE;00801;0.006267228005382824
THE;00802;0.003760336803229694
THE;00803;0.006446291662679475
THE;00804;0.006768606245813449
THE;00805;0.011281010409689082
THE;00806;0.006446291662679475
THE;00807;0.011281010409689082
THE;00808;0.011281010409689082
THE;00809;0.011281010409689082
THE;00810;0.011281010409689082
THE;00811;0.011281010409689082
THE;00812;0.011281010409689082
THE;00813;0.007520673606459388
THE;00814;0.009400842008074235
THE;00815;0.011281010409689082
THE;00816;0.009669437494019212
THE;00817;0.011281010409689082
THE;00818;0.011281010409689082
THE;00819;0.010027564808612516
THE;00820;0.007520673606459388
THE;00821;0.011281010409689082
THE;00822;0.011281010409689082
THE;00823;0.008774119207535952
THE;00824;0.008774119207535952
THE;00825;0.006768606245813449
THE;00826;0.011281010409689082
THE;00827;0.009024808327751266
THE;00828;0.003760336803229694
THE;00829;0.007520673606459388
THE;00830;0.007520673606459388
THE;00831;0.011281010409689082
THE;00832;0.011281010409689082
THE;00834;0.005640505204844541
THE;00835;0.005640505204844541
THE;00836;0.005640505204844541
THE;00837;0.005640505204844541
THE;00838;0.005640505204844541
THE;00840;0.011281010409689082
THE;00841;0.011281010409689082
THE;00842;0.011281010409689082
THE;00843;0.011281010409689082
THE;00844;0.011281010409689082
THE;00845;0.011281010409689082
THE;00846;0.011281010409689082
THE;00847;0.006768606245813449
THE;00848;0.009400842008074235
THE;00849;0.009870884108477947
THE;00850;0.004512404163875633
THE;00851;0.0032231458313397377
THE;00852;0.011281010409689082
THE;00853;0.004834718747009606
THE;00854;0.011281010409689082
THE;00855;0.011281010409689082
THE;00856;0.011281010409689082
THE;00857;0.011281010409689082
THE;00858;0.011281010409689082
THE;00859;0.011281010409689082
THE;00860;0.011281010409689082
THE;00861;0.004512404163875633
THE;00862;0.011281010409689082
THE;00863;0.007520673606459388
THE;00864;0.011281010409689082
THE;00865;0.011281010409689082
THE;00866;0.009400842008074235
THE;00867;0.005640505204844541
THE;00868;0.008460757807266812
THE;00869;0.011281010409689082
THE;00870;0.009024808327751266
THE;00871;0.011281010409689082
THE;00872;0.011281010409689082
THE;00873;0.011281010409689082
THE;00874;0.011281010409689082
THE;00875;0.011281010409689082
THE;00876;0.011281010409689082
THE;00877;0.011281010409689082
THE;00878;0.0070506315060556764
THE;00879;0.0070506315060556764
THE;00880;0.011281010409689082
THE;00881;0.011281010409689082
THE;00882;0.011281010409689082
THE;00884;0.009400842008074235
THE;00885;0.008204371207046606
THE;00886;0.011281010409689082
THE;00887;0.005127732004404128
THE;00888;0.011281010409689082
THE;00889;0.011281010409689082
THE;00890;0.006942160252116358
THE;00891;0.006942160252116358
THE;00892;0.005640505204844541
THE;00895;0.011281010409689082
THE;00896;0.011281010409689082
THE;00897;0.011281010409689082
THE;00898;0.011281010409689082
THE;00899;0.009669437494019212
